No.,Title,Release Year,Movie Info,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),License
700,Rampage (2018),2018,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.",Warner Bros.,"$101,028,233.00","$327,000,000.00","$428,028,233.00",PG-13
701,Collateral (2004),2004,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,DreamWorks Distribution,"$101,005,703.00","$119,234,222.00","$220,239,925.00",R
702,Contact (1997),1997,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",Warner Bros.,"$100,920,329.00","$70,200,000.00","$171,120,329.00",PG
703,Charlie's Angels: Full Throttle (2003),2003,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,Sony Pictures Entertainment (SPE),"$100,830,111.00","$158,345,677.00","$259,175,788.00",PG-13
704,The Pelican Brief (1993),1993,"A law student uncovers a conspiracy, putting herself and others in danger.",Warner Bros.,"$100,768,056.00","$94,500,000.00","$195,268,056.00",PG
705,The Addams Family (2019),2019,The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.,United Artists Releasing,"$100,723,831.00","$103,060,014.00","$203,783,845.00",PG
706,Vanilla Sky (2001),2001,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.,Paramount Pictures,"$100,618,344.00","$102,769,997.00","$203,388,341.00",R
707,Godzilla vs. Kong (2021),2021,The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against one another - the fearsome Godzilla and the mighty Kong - with humanity caught in the balance.,Warner Bros.,"$100,563,133.00","$367,300,000.00","$467,863,133.00",PG-13
708,Arrival (2016),2016,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,Paramount Pictures,"$100,546,139.00","$102,842,047.00","$203,388,186.00",PG-13
709,Due Date (2010),2010,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,Warner Bros.,"$100,539,043.00","$111,241,781.00","$211,780,824.00",R
710,Jumanji (1995),1995,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.",Sony Pictures Entertainment (SPE),"$100,499,940.00","$162,322,000.00","$262,821,940.00",PG
711,The Rugrats Movie (1998),1998,The babies gets lost in the forest after Tommy Pickles (Elizabeth Daily) gets a new baby brother.,Paramount Pictures,"$100,494,675.00","$40,400,000.00","$140,894,675.00",PG
712,Million Dollar Baby (2004),2004,A determined woman works with a hardened boxing trainer to become a professional.,Warner Bros.,"$100,492,203.00","$116,271,443.00","$216,763,646.00",PG-13
713,A Wrinkle in Time (2018),2018,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",Walt Disney Studios Motion Pictures,"$100,478,608.00","$32,197,256.00","$132,675,864.00",PG
714,Step Brothers (2008),2008,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,Sony Pictures Entertainment (SPE),"$100,468,793.00","$27,639,418.00","$128,108,211.00",R
715,Evan Almighty (2007),2007,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,Universal Pictures,"$100,462,298.00","$73,978,426.00","$174,440,724.00",PG
716,Fifty Shades Freed (2018),2018,"Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship.",Universal Pictures,"$100,407,760.00","$271,580,078.00","$371,987,838.00",R
717,Casper (1995),1995,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,Universal Pictures,"$100,328,194.00","$187,600,000.00","$287,928,194.00",PG
718,Shakespeare in Love (1998),1998,"The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays.",Miramax,"$100,317,794.00","$189,000,000.00","$289,317,794.00",R
719,Bad Teacher (2011),2011,"A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fiancé dumps her.",Sony Pictures Entertainment (SPE),"$100,292,856.00","$115,904,636.00","$216,197,492.00",R
720,Yogi Bear (2010),2010,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo and Ranger Smith.",Warner Bros.,"$100,246,011.00","$103,263,363.00","$203,509,374.00",PG
721,Cowboys & Aliens (2011),2011,"A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way.",Universal Pictures,"$100,240,551.00","$74,581,774.00","$174,822,325.00",PG-13
722,Kingsman: The Golden Circle (2017),2017,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.",Twentieth Century Fox,"$100,234,838.00","$310,667,824.00","$410,902,662.00",R
723,Edge of Tomorrow (2014),2014,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",Warner Bros.,"$100,206,256.00","$270,335,000.00","$370,541,256.00",PG-13
724,The Hunchback of Notre Dame (1996),1996,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",Walt Disney Studios Motion Pictures,"$100,138,851.00","$225,200,000.00","$325,338,851.00",PG
725,Se7en (1995),1995,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",New Line Cinema,"$100,125,643.00","$227,207,916.00","$327,333,559.00",R
726,You Don't Mess with the Zohan (2008),2008,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,Sony Pictures Entertainment (SPE),"$100,018,837.00","$104,294,563.00","$204,313,400.00",PG-13
727,Passengers (2016),2016,A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.,Sony Pictures Entertainment (SPE),"$100,014,699.00","$203,129,453.00","$303,144,152.00",PG-13
728,Die Hard with a Vengeance (1995),1995,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",Twentieth Century Fox,"$100,012,499.00","$266,089,167.00","$366,101,666.00",R
729,Christopher Robin (2018),2018,"A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",Walt Disney Studios Motion Pictures,"$99,215,042.00","$98,529,335.00","$197,744,377.00",PG
730,Hercules (1997),1997,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,Walt Disney Studios Motion Pictures,"$99,112,101.00","$153,600,000.00","$252,712,101.00",PG
731,Olympus Has Fallen (2013),2013,Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.,FilmDistrict,"$98,925,640.00","$71,344,561.00","$170,270,201.00",R
732,The Green Hornet (2011),2011,"Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.",Sony Pictures Entertainment (SPE),"$98,780,042.00","$129,037,206.00","$227,817,248.00",PG-13
733,Date Night (2010),2010,"In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous.",Twentieth Century Fox,"$98,711,404.00","$53,552,476.00","$152,263,880.00",PG-13
734,Meet the Robinsons (2007),2007,"Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate.",Walt Disney Studios Motion Pictures,"$97,822,171.00","$71,510,863.00","$169,333,034.00",PG
735,Yes Man (2008),2008,"A man challenges himself to say ""yes"" to everything.",Warner Bros.,"$97,690,976.00","$125,550,661.00","$223,241,637.00",PG-13
736,Sausage Party (2016),2016,A sausage strives to discover the truth about his existence.,Sony Pictures Entertainment (SPE),"$97,685,686.00","$43,019,636.00","$140,705,322.00",R
737,Inspector Gadget (1999),1999,A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.,Walt Disney Studios Motion Pictures,"$97,403,112.00","$37,000,000.00","$134,403,112.00",PG
738,Public Enemies (2009),2009,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",Universal Pictures,"$97,104,620.00","$117,000,000.00","$214,104,620.00",R
739,The Social Network (2010),2010,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",Sony Pictures Entertainment (SPE),"$96,962,694.00","$127,957,681.00","$224,920,375.00",PG-13
740,Schindler's List (1993),1993,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",Universal Pictures,"$96,898,818.00","$225,262,427.00","$322,161,245.00",R
741,Downton Abbey (2019),2019,"The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.",Focus Features,"$96,854,135.00","$96,941,361.00","$237,860,050.00",PG
742,The Others (2001),2001,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,Miramax,"$96,522,687.00","$113,424,350.00","$209,947,037.00",PG-13
743,Legally Blonde (2001),2001,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks.",Metro-Goldwyn-Mayer (MGM),"$96,520,674.00","$45,254,005.00","$141,774,679.00",PG-13
744,Panic Room (2002),2002,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",Sony Pictures Entertainment (SPE),"$96,397,334.00","$100,682,212.00","$197,079,546.00",R
745,Rocketman (2019),2019,A musical fantasy about the fantastical human story of Elton John's breakthrough years.,Paramount Pictures,"$96,368,160.00","$98,952,240.00","$195,320,400.00",R
746,Zero Dark Thirty (2012),2012,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",Sony Pictures Entertainment (SPE),"$95,720,716.00","$37,100,000.00","$132,820,716.00",R
747,Norbit (2007),2007,"A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.",DreamWorks,"$95,673,607.00","$64,140,883.00","$159,814,490.00",PG-13
748,Cold Mountain (2003),2003,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",Miramax,"$95,636,509.00","$77,377,000.00","$173,013,509.00",R
749,Sex and the City 2 (2010),2010,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",Warner Bros.,"$95,347,692.00","$195,397,363.00","$290,745,055.00",R
750,Michael (1996),1996,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,New Line Cinema,"$95,318,203.00","$24,400,000.00","$119,718,203.00",PG
751,The Princess Diaries 2: Royal Engagement (2004),2004,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.",Walt Disney Studios Motion Pictures,"$95,170,481.00","$39,564,000.00","$134,734,481.00",PG
752,42 (2013),2013,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",Warner Bros.,"$95,020,213.00","$2,450,488.00","$97,470,701.00",PG-13
753,Unbreakable (2000),2000,A man learns something extraordinary about himself after a devastating accident.,Walt Disney Studios Motion Pictures,"$95,011,339.00","$153,106,782.00","$248,118,121.00",PG-13
754,The Book of Eli (2010),2010,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",Warner Bros.,"$94,835,059.00","$62,272,696.00","$157,107,755.00",R
755,"10,000 BC (2008)",2008,"In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.",Warner Bros.,"$94,784,201.00","$175,000,000.00","$269,784,201.00",PG-13
756,Beverly Hills Chihuahua (2008),2008,"While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home.",Walt Disney Studios Motion Pictures,"$94,514,402.00","$54,778,086.00","$149,292,488.00",PG
757,Saturday Night Fever (1977),1977,"Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco.",Paramount Pictures,"$94,213,184.00","$142,900,000.00","$237,113,184.00",PG
758,Julie & Julia (2009),2009,Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.,Sony Pictures Entertainment (SPE),"$94,125,426.00","$35,415,096.00","$129,540,522.00",PG-13
759,The Mask of Zorro (1998),1998,"A young thief seeking revenge for his brother's death is trained by the once-great, aging Zorro, who is pursuing his own vengeance.",Sony Pictures Entertainment (SPE),"$94,095,523.00","$156,193,000.00","$250,288,523.00",PG-13
760,Maid in Manhattan (2002),2002,"A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress.",Revolution Studios,"$94,011,225.00","$60,895,468.00","$154,906,693.00",PG-13
761,He's Just Not That Into You (2009),2009,This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,Warner Bros.,"$93,953,653.00","$84,912,505.00","$178,866,158.00",PG
762,Master and Commander: The Far Side of the World (2003),2003,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",Twentieth Century Fox,"$93,927,920.00","$117,694,615.00","$211,622,535.00",PG-13
763,Flight (2012),2012,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",Paramount Pictures,"$93,772,375.00","$68,000,000.00","$161,772,375.00",R
764,The Fighter (2010),2010,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",Paramount Pictures,"$93,617,009.00","$35,573,860.00","$129,190,869.00",R
765,America's Sweethearts (2001),2001,A movie publicist deals with the messy public split of his movie's co-stars while keeping reporters at bay while a reclusive director holds the film's print hostage.,Revolution Studios,"$93,607,673.00","$44,700,000.00","$138,307,673.00",PG-13
766,Lady and the Tramp (1955),1955,The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,Walt Disney Studios Motion Pictures,"$93,602,326.00","$331,068.00","$93,933,394.00",PG
767,The Bucket List (2007),2007,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,Warner Bros.,"$93,466,502.00","$81,906,000.00","$175,372,502.00",PG-13
768,Tomorrowland (2015),2015,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",Walt Disney Studios Motion Pictures,"$93,436,322.00","$115,599,346.00","$209,035,668.00",PG
769,The Magnificent Seven (2016),2016,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,Sony Pictures Entertainment (SPE),"$93,432,655.00","$68,927,981.00","$162,360,636.00",PG-13
770,Cats & Dogs (2001),2001,"A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware.",Warner Bros.,"$93,385,515.00","$107,301,977.00","$200,687,492.00",PG
771,Two Weeks Notice (2002),2002,"A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him.",Warner Bros.,"$93,354,851.00","$105,688,620.00","$199,043,471.00",PG-13
772,Red Dragon (2002),2002,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.",Universal Pictures,"$93,149,898.00","$116,046,400.00","$209,196,298.00",R
773,Elysium (2013),2013,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",TriStar Pictures,"$93,050,117.00","$193,090,583.00","$286,140,700.00",R
774,Flubber (1997),1997,"An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.",Walt Disney Studios Motion Pictures,"$92,977,226.00","$85,000,000.00","$177,977,226.00",PG
775,Encanto (2021),2021,A young Colombian girl has to face the frustration of being the only member of her family without magical powers.,Walt Disney Studios Motion Pictures,"$92,661,715.00","$123,560,300.00","$216,222,015.00",PG
776,The Town (2010),2010,"A proficient group of thieves rob a bank and hold Claire, the assistant manager, hostage. Things begin to get complicated when one of the crew members falls in love with Claire.",Warner Bros.,"$92,186,262.00","$61,839,874.00","$154,026,136.00",R
777,Non-Stop (2014),2014,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",Universal Pictures,"$92,168,600.00","$130,641,000.00","$222,809,600.00",PG-13
778,The Client (1994),1994,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,Warner Bros.,"$92,115,211.00","$25,500,000.00","$117,615,211.00",PG
779,Blade Runner 2049 (2017),2017,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",Warner Bros.,"$92,054,159.00","$167,280,389.00","$259,334,548.00",R
780,John Wick: Chapter 2 (2017),2017,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",Lionsgate,"$92,029,184.00","$79,518,618.00","$171,547,802.00",PG
781,Star Trek: First Contact (1996),1996,The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,Paramount Pictures,"$92,027,888.00","$54,000,000.00","$146,027,888.00",PG-13
782,Halloween Kills (2021),2021,The saga of Michael Myers and Laurie Strode continues in the next thrilling chapter of the Halloween series.,Universal Pictures,"$92,002,155.00","$39,645,000.00","$131,647,155.00",R
783,Think Like a Man (2012),2012,Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.,Screen Gems,"$91,547,205.00","$4,523,302.00","$96,070,507.00",PG-13
784,Kindergarten Cop (1990),1990,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.",Universal Pictures,"$91,457,688.00","$110,500,000.00","$201,957,688.00",PG
785,Heaven Is for Real (2014),2014,"A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world.",TriStar Pictures,"$91,443,253.00","$10,539,459.00","$101,982,712.00",PG
786,The Haunting (1999),1999,A study in fear escalates into a heart-stopping nightmare for a professor and three subjects trapped in a mysterious mansion.,DreamWorks Distribution,"$91,411,151.00","$85,900,000.00","$177,311,151.00",PG-13
787,Crimson Tide (1995),1995,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.",Walt Disney Studios Motion Pictures,"$91,387,195.00","$66,000,000.00","$157,387,195.00",PG
788,Ride Along 2 (2016),2016,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",Universal Pictures,"$91,221,830.00","$33,386,608.00","$124,608,438.00",PG-13
789,Stepmom (1998),1998,"A terminally-ill woman must deal with her ex-husband's new lover, who will be their children's stepmother.",Sony Pictures Entertainment (SPE),"$91,137,662.00","$68,573,131.00","$159,710,793.00",PG-13
790,The Imitation Game (2014),2014,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",The Weinstein Company,"$91,125,683.00","$142,430,025.00","$233,555,708.00",PG
791,Save the Last Dance (2001),2001,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",Paramount Pictures,"$91,057,006.00","$40,649,803.00","$131,706,809.00",PG
792,The Scorpion King (2002),2002,"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.",Universal Pictures,"$91,047,077.00","$89,583,830.00","$180,630,907.00",PG-13
793,Prince of Persia: The Sands of Time (2010),2010,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,Walt Disney Studios Motion Pictures,"$90,759,676.00","$245,606,000.00","$336,365,676.00",PG-13
794,Antz (1998),1998,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,DreamWorks Distribution,"$90,757,863.00","$81,000,000.00","$171,757,863.00",PG
795,Scary Movie 4 (2006),2006,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",Dimension Films,"$90,710,620.00","$87,552,000.00","$178,262,620.00",PG-13
796,The Game Plan (2007),2007,An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.,Walt Disney Studios Motion Pictures,"$90,648,202.00","$57,232,341.00","$147,880,543.00",PG
797,"Me, Myself & Irene (2000)",2000,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,Twentieth Century Fox,"$90,570,999.00","$58,700,000.00","$149,270,999.00",R
798,High School Musical 3: Senior Year (2008),2008,"As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future.",Walt Disney Studios Motion Pictures,"$90,559,416.00","$162,349,761.00","$252,909,177.00",PG
799,Madea Goes to Jail (2009),2009,"Mischievous grandma Madea lands in jail, where she meets a variety of mixed-up characters.",Lionsgate,"$90,508,336.00","$90,508,336.00","$90,508,336.00",PG
800,Space Cowboys (2000),2000,"When retired engineer Frank Corvin (Clint Eastwood) is called upon to rescue a failing satellite, he insists that his equally old teammates accompany him into space.",Warner Bros.,"$90,464,773.00","$38,419,359.00","$128,884,132.00",PG-13
801,Space Jam (1996),1996,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",Warner Bros.,"$90,418,342.00","$140,000,000.00","$230,418,342.00",PG
802,Get Hard (2015),2015,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",Warner Bros.,"$90,411,453.00","$21,300,000.00","$111,711,453.00",R
803,RED (2010),2010,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.",Summit Entertainment,"$90,380,162.00","$108,626,225.00","$199,006,387.00",PG-13
804,Planes (2013),2013,A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.,Walt Disney Studios Motion Pictures,"$90,288,712.00","$148,970,000.00","$239,258,712.00",PG
805,"Legally Blonde 2: Red, White & Blonde (2003)",2003,"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.",Metro-Goldwyn-Mayer (MGM),"$90,186,328.00","$34,728,514.00","$124,914,842.00",PG-13
806,Mystic River (2003),2003,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,Warner Bros.,"$90,135,191.00","$66,460,000.00","$156,595,191.00",R
807,Terminator Genisys (2015),2015,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",Paramount Pictures,"$89,760,956.00","$350,842,581.00","$440,603,537.00",PG-13
808,Flightplan (2005),2005,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane.",Walt Disney Studios Motion Pictures,"$89,707,299.00","$133,680,000.00","$223,387,299.00",PG
809,The Emperor's New Groove (2000),2000,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.",Walt Disney Studios Motion Pictures,"$89,636,687.00","$80,025,000.00","$169,661,687.00",PG
810,The Lone Ranger (2013),2013,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",Walt Disney Studios Motion Pictures,"$89,302,115.00","$171,200,000.00","$260,502,115.00",PG-13
811,Taken 3 (2014),2014,"Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.",Twentieth Century Fox,"$89,256,424.00","$237,222,717.00","$326,479,141.00",PG-13
812,Don't Breathe (2016),2016,"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.",Screen Gems,"$89,217,875.00","$68,543,127.00","$157,761,002.00",R
813,Scream 3 (2000),2000,"While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.",Dimension Films,"$89,143,175.00","$72,691,101.00","$161,834,276.00",R
814,Oblivion (2013),2013,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,Universal Pictures,"$89,107,235.00","$197,061,337.00","$286,168,572.00",PG-13
815,The Ugly Truth (2009),2009,An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,Sony Pictures Entertainment (SPE),"$88,915,214.00","$232,767,386.00","$321,682,600.00",R
816,Percy Jackson & the Olympians: The Lightning Thief (2010),2010,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,Twentieth Century Fox,"$88,768,303.00","$137,728,906.00","$226,497,209.00",PG
817,Failure to Launch (2006),2006,A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.,Paramount Pictures,"$88,715,192.00","$41,508,966.00","$130,224,158.00",PG-13
818,The Muppets (2011),2011,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,Walt Disney Studios Motion Pictures,"$88,631,237.00","$76,553,000.00","$165,184,237.00",PG
819,Inside Man (2006),2006,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",Universal Pictures,"$88,513,495.00","$97,490,096.00","$186,003,591.00",R
820,Back to the Future Part III (1990),1990,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.",Universal Pictures,"$88,277,583.00","$156,800,000.00","$245,077,583.00",PG
821,Waterworld (1995),1995,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",Universal Pictures,"$88,246,220.00","$175,972,000.00","$264,218,220.00",PG-13
822,Starsky & Hutch (2004),2004,"Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".",Warner Bros.,"$88,237,754.00","$82,030,996.00","$170,268,750.00",PG-13
823,Along Came Polly (2004),2004,A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate.,Universal Pictures,"$88,097,164.00","$90,214,565.00","$178,311,729.00",PG-13
824,The Hand that Rocks the Cradle (1992),1992,"After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family.",Walt Disney Studios Motion Pictures,"$88,036,683.00","$88,036,683.00","$88,036,683.00",PG
825,Entrapment (1999),1999,An insurance agent is sent by her employer to track down and help capture an art thief.,Twentieth Century Fox,"$87,704,396.00","$124,700,000.00","$212,404,396.00",PG-13
