No.,Title,Release Year,Movie Info,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),License
110,Sing (2016),2016,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",Universal Pictures,"$270,448,425.00","$363,759,959.00","$634,208,384.00",PG
111,Monsters University (2013),2013,"A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends.",Walt Disney Studios Motion Pictures,"$268,492,764.00","$475,066,881.00","$743,559,645.00",PG
112,Shrek (2001),2001,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",DreamWorks Distribution,"$267,665,011.00","$220,188,309.00","$487,853,320.00",PG
113,Despicable Me 3 (2017),2017,"Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.",Universal Pictures,"$264,624,300.00","$770,175,831.00","$1,034,800,131.00",PG
114,Harry Potter and the Chamber of Secrets (2002),2002,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,Warner Bros.,"$262,450,136.00","$617,152,229.00","$879,602,366.00",PG
115,The Amazing Spider-Man (2012),2012,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",Sony Pictures Entertainment (SPE),"$262,030,663.00","$495,900,000.00","$757,930,663.00",PG-13
116,The Incredibles (2004),2004,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",Walt Disney Studios Motion Pictures,"$261,441,092.00","$370,165,961.00","$631,607,053.00",PG
117,Jaws (1975),1975,"When a killer shark unleashes chaos on a beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",Universal Pictures,"$260,758,300.00","$210,653,000.00","$471,411,300.00",PG-13
118,How the Grinch Stole Christmas (2000),2000,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",Universal Pictures,"$260,465,005.00","$85,108,027.00","$345,573,032.00",PG
119,Captain America: The Winter Soldier (2014),2014,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",Walt Disney Studios Motion Pictures,"$259,766,572.00","$454,654,931.00","$714,421,503.00",PG-13
120,The Hobbit: The Desolation of Smaug (2013),2013,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",Warner Bros.,"$258,366,855.00","$700,640,658.00","$959,007,513.00",PG-13
121,The Lego Movie (2014),2014,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",Warner Bros.,"$257,760,692.00","$210,300,000.00","$468,060,692.00",PG
122,Star Trek (2009),2009,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,Paramount Pictures,"$257,730,019.00","$127,950,427.00","$385,680,446.00",PG-13
123,I Am Legend (2007),2007,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",Warner Bros.,"$256,393,010.00","$329,017,042.00","$585,410,052.00",PG-13
124,The Blind Side (2009),2009,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",Warner Bros.,"$255,959,475.00","$53,248,834.00","$309,208,309.00",PG-13
125,The Hobbit: The Battle of the Five Armies (2014),2014,Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,Warner Bros.,"$255,119,788.00","$707,063,077.00","$962,182,865.00",PG-13
126,The Hangover Part II (2011),2011,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry.",Warner Bros.,"$254,464,305.00","$332,300,000.00","$586,764,305.00",R
127,Despicable Me (2010),2010,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",Universal Pictures,"$251,513,985.00","$291,600,000.00","$543,113,985.00",PG
128,Batman (1989),1989,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",Warner Bros.,"$251,348,343.00","$160,160,000.00","$411,508,343.00",PG-13
129,Night at the Museum (2006),2006,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,Twentieth Century Fox,"$250,863,268.00","$323,617,961.00","$574,481,229.00",PG-13
130,Men in Black (1997),1997,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,Sony Pictures Entertainment (SPE),"$250,690,539.00","$338,700,000.00","$589,390,539.00",PG-13
131,Harry Potter and the Prisoner of Azkaban (2004),2004,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",Warner Bros.,"$249,975,996.00","$547,385,621.00","$797,361,618.00",PG
132,Moana (2016),2016,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",Walt Disney Studios Motion Pictures,"$248,757,044.00","$395,379,444.00","$644,136,488.00",PG
133,Indiana Jones and the Raiders of the Lost Ark (1981),1981,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.",Paramount Pictures,"$248,159,971.00","$141,766,000.00","$389,925,971.00",PG
134,Toy Story 2 (1999),1999,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",Walt Disney Studios Motion Pictures,"$245,852,179.00","$251,523,202.00","$497,375,381.00",PG
135,Transformers: Age of Extinction (2014),2014,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",Paramount Pictures,"$245,439,076.00","$858,614,996.00","$1,104,054,072.00",PG-13
136,Cars (2006),2006,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",Walt Disney Studios Motion Pictures,"$244,082,982.00","$217,908,885.00","$461,991,867.00",PG
137,Ghostbusters (1984),1984,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",Columbia Pictures,"$243,578,797.00","$53,000,000.00","$296,578,797.00",PG
138,Bruce Almighty (2003),2003,A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.,Universal Pictures,"$242,829,261.00","$241,763,613.00","$484,592,874.00",PG-13
139,Twister (1996),1996,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",Warner Bros.,"$241,721,524.00","$252,750,000.00","$494,471,524.00",PG
140,My Big Fat Greek Wedding (2002),2002,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,IFC Films,"$241,438,208.00","$127,305,836.00","$368,744,044.00",PG
141,Maleficent (2014),2014,"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",Walt Disney Studios Motion Pictures,"$241,410,378.00","$517,001,401.00","$758,411,779.00",PG
142,Pirates of the Caribbean: On Stranger Tides (2011),2011,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",Walt Disney Studios Motion Pictures,"$241,071,802.00","$804,642,000.00","$1,045,713,802.00",PG-13
143,Shrek Forever After (2010),2010,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.,DreamWorks,"$238,736,787.00","$513,864,080.00","$752,600,867.00",PG
144,Fast & Furious 6 (2013),2013,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",Universal Pictures,"$238,679,850.00","$550,001,118.00","$788,680,968.00",PG-13
145,Brave (2012),2012,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",Walt Disney Studios Motion Pictures,"$237,283,207.00","$301,700,000.00","$538,983,207.00",PG
146,Oz the Great and Powerful (2013),2013,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.,Walt Disney Studios Motion Pictures,"$234,911,825.00","$258,400,000.00","$493,311,825.00",PG
147,X-Men: The Last Stand (2006),2006,"The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",Twentieth Century Fox,"$234,362,462.00","$226,072,829.00","$460,435,291.00",PG-13
148,War of the Worlds (2005),2005,An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.,Paramount Pictures,"$234,280,354.00","$369,592,765.00","$603,873,119.00",PG-13
149,Fantastic Beasts and Where to Find Them (2016),2016,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,Warner Bros.,"$234,037,575.00","$580,006,426.00","$814,044,001.00",PG-13
150,X-Men: Days of Future Past (2014),2014,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,Twentieth Century Fox,"$233,921,534.00","$512,124,166.00","$746,045,700.00",PG-13
151,Cast Away (2000),2000,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,Twentieth Century Fox,"$233,632,142.00","$196,000,000.00","$429,632,142.00",PG-13
152,The Exorcist (1973),1973,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",Warner Bros.,"$232,906,145.00","$136,017,945.00","$441,306,145.00",R
153,Doctor Strange (2016),2016,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",Walt Disney Studios Motion Pictures,"$232,641,920.00","$445,154,156.00","$677,796,076.00",PG-13
